,userId,movieId,tag,timestamp
142,91,4022,SURVIVAL,1400957850
143,91,4235,boring,1406059373
144,91,4235,dogs,1405874817
145,91,4235,drama,1405874824
146,91,4235,multiple storylines,1405874854
147,91,5378,action,1406474940
148,91,5378,adventure,1406474943
149,91,5378,aliens,1406474945
150,91,5378,fantasy,1406474948
151,91,5378,George Lucas,1406474936
152,91,5378,robots,1406474952
153,91,5378,romance,1406474950
154,91,5378,sci-fi,1406474955
155,91,5378,space,1406474957
156,91,5378,Star Wars,1406474960
157,91,6870,based on a book,1393795254
158,91,6870,Drama,1393795227
159,91,6870,family,1393795249
160,91,6870,mystery,1393795231
161,91,6870,powerful ending,1393795234
162,91,6870,twist ending,1393795240
163,91,8207,adapted from:book,1417274532
164,91,8207,assassin,1417274496
165,91,8207,assassination,1417274509
166,91,8207,History,1417274543
167,91,8207,interesting,1417274521
168,91,8207,Southern Europe,1417274511
169,91,8207,tense,1417274493
170,91,8207,thriller,1417274507
171,91,8638,bittersweet,1415914716
172,91,8638,boring,1415914739
173,91,8638,dialogue,1415914698
174,91,8638,emotional,1415914675
175,91,8638,Paris,1415914704
176,91,8638,philosophical,1415914722
177,91,8638,quirky,1415914679
178,91,8638,romance,1415914710
179,91,8638,romantic,1415914672
180,91,8958,adultery,1413670959
181,91,8958,biographical,1413670831
182,91,8958,Biography,1413670823
183,91,8958,blindness,1413670932
184,91,8958,disability,1413670935
185,91,8958,drug addiction,1413670928
186,91,8958,drugs,1413670864
187,91,8958,genius,1413670834
188,91,8958,great acting,1413670838
189,91,8958,history,1413670881
190,91,8958,music,1413670841
191,91,8958,music business,1413670951
192,91,8958,musical,1413670957
193,91,8958,rhythm & blues,1413670942
194,91,8973,boring,1413403374
195,91,8973,Catholicism,1413403254
196,91,8973,child abuse,1413403400
197,91,8973,drugs,1413403405
198,91,8973,enigmatic,1413403268
199,91,8973,Gay sex,1413403374
200,91,8973,mistaken identity,1413403295
201,91,8973,queer,1413403279
202,91,8973,soccer,1413403398
203,91,8973,spanish,1413403410
204,91,27727,alcoholism,1412431592
205,91,27727,complex characters,1412431587
206,91,27727,confusing,1412431571
207,91,27727,Germany,1412431606
208,91,27727,loneliness,1412431612
209,91,27727,love story,1412431578
210,91,27727,Nudity (Full Frontal),1412431604
211,91,27803,biomedical ethics,1405250768
212,91,27803,death,1405250857
213,91,27803,disability,1405250854
214,91,27803,emotional,1405250760
215,91,27803,euthanasia,1405250851
216,91,27803,FIGHTING THE SYSTEM,1405250897
217,91,27803,meditative,1405250785
218,91,27803,Oscar (Best Foreign Language Film),1405250932
219,91,27803,SUICIDE,1405250844
220,91,27803,suicide attempt,1405250836
221,91,27803,terminal illness,1405250834
222,91,27803,touching,1405250774
223,91,27803,true story,1405250777
224,91,30803,boring,1414925369
225,91,30803,deliberate,1414872578
226,91,30803,nonsense,1414925398
227,91,30803,philosophycal,1414872512
228,91,30803,quiet,1414872517
229,91,30803,quirky,1414872522
230,91,30803,silent,1414872494
231,91,30803,very little dialogue,1414872498
232,91,37741,biopic,1403990776
233,91,37741,character study,1403990756
234,91,37741,death penalty,1403990817
235,91,37741,gay,1403990812
236,91,37741,journalism,1403990809
237,91,37741,prison,1403990804
238,91,37741,thought provoking,1403990752
239,91,37741,writers,1403990750
240,91,40819,based on a true story,1414865361
241,91,40819,biography,1414865364
242,91,40819,bittersweet,1414865382
243,91,40819,Joaquin Phoenix,1414865433
244,91,40819,love,1414865372
245,91,40819,music,1414865368
246,91,40819,music business,1414865370
247,91,40819,true story,1414865377
248,91,41285,Disturbing,1398892248
249,91,41285,interesting,1398892221
250,91,41285,murder mystery,1398892288
251,91,41285,non-hollywood ending,1398892278
252,91,41285,twist,1398892238
253,91,41285,twist ending,1398892243
254,91,43376,based on a true story,1412536129
255,91,43376,simple,1412536147
256,91,43376,Straight forward,1412536434
257,91,43376,strong woman,1412536133
258,91,43376,WOMEN DURING WARTIME,1412536157
259,91,43376,World War II,1412536159
260,91,48696,cynical,1390132736
261,91,48696,disturbing,1390132782
262,91,48696,drama,1390132720
263,91,48696,family,1390132794
264,91,48696,Nudity (Topless - Notable),1390132710
265,91,48696,Nudity (Topless),1390132714
266,91,48696,psychology,1390132708
267,91,48696,reflective,1390132705
268,91,48696,small town,1390132749
269,91,49772,emotional,1390176229
270,91,49772,epidemic,1390176247
271,91,49772,husband-wife relationship,1390176200
272,91,49772,romance,1390176218
273,91,49772,science,1390176215
274,91,49772,scientific research,1390176211
275,91,55276,George Clooney,1421185091
276,91,55276,lawyers,1421185095
277,91,55814,based on a true story,1400957487
278,91,55814,depressing,1400957500
279,91,55814,disability,1400957524
280,91,55814,hospital,1400957520
281,91,55814,marriage,1400957511
282,91,55814,thought-provoking,1400957494
283,91,55814,touching,1400957481
284,91,55814,true story,1400957484
285,91,56389,bittersweet,1404658877
286,91,56389,boring,1404658892
287,91,56389,Jude Law,1404658912
288,91,56389,Natalie Portman,1404658914
289,91,56389,road movie,1404658903
290,91,56389,soundtrack,1404658897
291,91,56389,visually appealing,1404658880
292,91,59018,alternate endings,1406145376
293,91,59018,beautiful,1406145338
294,91,59018,humanity,1406145341
295,91,59018,quirky,1406145432
296,91,59018,quirky style,1406145434
297,91,59018,romance,1406145344
298,91,59018,solitude,1406145388
299,91,60950,awkward,1412424986
300,91,60950,Barcelona,1412424925
301,91,60950,love,1412424990
302,91,60950,relationships,1412424978
303,91,60950,romance,1412424952
304,91,60950,threesome,1412424943
305,91,60950,visually appealing,1412424945
306,91,68159,congressman,1419630185
307,91,68159,corruption,1419630169
308,91,68159,journalism,1419630135
309,91,68159,mistress,1419630204
310,91,68159,murder,1419630147
311,91,68159,newspaper,1419630180
312,91,68159,political corruption,1419630146
313,91,68159,politics,1419630175
314,91,68159,secrets,1419630172
315,91,68159,tense,1419630188
316,91,69757,bittersweet,1407877212
317,91,69757,Funny,1407877196
318,91,69757,humorous,1407877184
319,91,69757,love,1407877199
320,91,69757,nonlinear,1407877206
321,91,69757,relationships,1407877215
322,91,69757,romance,1407877180
323,91,71033,drama,1388323435
324,91,71033,excellent script,1388323402
325,91,71033,love,1388323408
326,91,71033,mystery,1388323412
327,91,71033,nostalgic,1388323416
328,91,71033,revenge,1388323428
329,91,72998,effects,1415448510
330,91,72998,environmental,1415448520
331,91,72998,music,1415448517
332,91,72998,sci-fi,1415448500
333,91,72998,thought-provoking,1415448524
334,91,79132,action,1389309556
335,91,79132,alternate reality,1389309535
336,91,79132,drama,1389309539
337,91,79132,psychology,1389309544
338,91,79132,thought-provoking,1389309550
339,91,79132,twist ending,1389309547
340,91,80969,atmospheric,1412424740
341,91,80969,based on a book,1412424754
342,91,80969,cynical,1412424759
343,91,80969,depressing,1412424729
344,91,80969,disturbing,1412424733
345,91,80969,dystopia,1412424736
346,91,80969,emotional,1412424793
347,91,80969,love story,1412424799
348,91,80969,thought-provoking,1412424805
349,91,81845,based on a true story,1389309511
350,91,81845,complex characters,1389309487
351,91,81845,drama,1389309499
352,91,81845,Oscar (Best Picture),1389309517
353,91,85414,mindfuck,1448114818
354,91,85414,sci-fi,1448114824
355,91,88744,action,1405174626
356,91,88744,Alzheimer's disease,1405174662
357,91,88744,Animals,1405174660
358,91,88744,genetics,1405174589
359,91,88744,sci-fi,1405174657
360,91,88744,thought-provoking,1405174592
361,91,88744,touching,1405174596
362,91,88744,virus,1405174603
363,91,90866,adapted from:book,1405251930
364,91,90866,bittersweet,1405251890
365,91,90866,children,1405251910
366,91,90866,cinematography,1405251916
367,91,90866,fantasy,1405251956
368,91,90866,nostalgic,1405251886
369,91,90866,Paris,1405251883
370,91,90866,robots,1405251923
371,91,90866,visually appealing,1405251881
372,91,93498,based on a true story,1400957563
373,91,93498,campaign manager,1400957567
374,91,93498,politics,1400957554
375,91,93498,real life,1400957557
376,91,93721,Fish,1400957661
377,91,93721,food,1400957663
378,91,93721,Ginza,1400957666
379,91,93721,Japan,1400957623
380,91,93721,Michelin,1400957670
381,91,93721,sushi,1400957676
382,91,93721,Tokyo,1400957672
383,91,93721,Tsukiji,1400957675
384,91,97870,disability,1415911826
385,91,97870,drama,1415911726
386,91,97870,humor,1415911622
387,91,97870,nudity (full frontal),1415911617
388,91,97870,relationships,1415911626
389,91,97870,sexuality,1415911629
390,91,97870,static,1415911822
391,91,97870,strange,1415911758
392,91,97870,uncomfortable,1415911799
393,91,98154,biography,1389309446
394,91,98154,history,1389309466
395,91,98154,oscar (best directing),1389309455
396,91,98154,US President,1389309468
397,91,104337,president; butler,1422659186
398,91,104913,Ferrari,1389309656
399,91,104913,Formula 1,1389309638
400,91,104913,great skill,1389309679
401,91,104913,interesting characters,1389309652
402,91,104913,racing,1389309644
403,91,104913,sports,1389309648
404,91,104913,unpredictable,1389309664
405,91,105211,depressing,1428432717
406,91,105211,happy ending,1428432733
407,91,105211,middle-aged protagonist,1428432721
408,91,105211,warm,1428432727
409,91,105504,captain,1389309356
410,91,105504,ocean,1389309366
411,91,105504,suspense,1389309350
412,91,105504,true story,1389309369
413,91,106100,disease,1392415008
414,91,106100,Matthew McConaughey,1392414970
415,91,106100,medical,1392414987
416,91,106438,based on a book,1421184835
417,91,106438,based on a true story,1421184882
418,91,106438,bittersweet,1421184814
419,91,106438,dramatic comedy,1421184846
420,91,106438,sad,1421184861
421,91,106438,story,1421184843
422,91,106438,true story,1421184807
423,91,106441,adapted from:book,1391028867
424,91,106441,narration,1391028873
425,91,106441,touching,1391028858
426,91,106441,World War II,1391028880
427,91,106766,atmospheric,1415448386
428,91,106766,boring,1415448416
429,91,106766,cats,1415448423
430,91,106766,depressing,1415448410
431,91,106766,folk music,1415448434
432,91,106766,New York City,1415448393
433,91,106782,Nudity (Full Frontal),1389309282
434,91,106782,Nudity (Topless),1389309291
435,91,106782,repetitive,1389309240
436,91,106782,Wall Street,1389309247
437,91,106920,artificial intelligence,1392414629
438,91,106920,bittersweet,1392414595
439,91,106920,Human Computer Interaction,1392414625
440,91,106920,Joaquin Phoenix,1414865458
441,91,106920,landscape,1392414802
442,91,106920,letters,1392414623
443,91,106920,loneliness,1392414620
444,91,106920,meaning of life,1392414600
445,91,106920,original plot,1392414708
446,91,106920,philosophical,1392414607
447,91,106920,psychology,1392414613
448,91,106920,sad,1392414717
449,91,106920,thought-provoking,1392414616
450,91,106983,Nudity (Topless),1398892423
451,91,106983,repeating,1398892441
452,91,106983,simple,1398892463
453,91,107069,Afghanistan,1390606482
454,91,107069,friendship,1392415078
455,91,107069,seals,1390606474
456,91,107069,true story,1390606479
457,91,108727,naration,1391379315
458,91,108727,Nudity (Full Frontal - Notable),1391378386
459,91,108727,sexuality,1391378811
460,91,108727,story,1391378677
461,91,108928,based on a true story,1399225524
462,91,108928,George Clooney,1399225544
463,91,108928,german sync,1399225528
464,91,108928,matt damon,1399225538
465,91,108981,Lars von Trier,1392414551
466,91,108981,Nudity (Full Frontal - Notable),1392414541
467,91,108981,pornography,1392414544
468,91,108981,sexuality,1392414547
469,91,108981,Unexpected Ending,1392414569
470,91,109374,quirky,1412424875
471,91,109374,visually appealing,1412424862
472,91,109487,interesting ideea,1415904647
473,91,109487,original,1415904653
474,91,109487,philosophical issues,1415904686
475,91,109487,sentimental,1415904671
476,91,109487,space,1415904616
477,91,109487,spectacle,1415904677
478,91,109487,thought-provoking,1415904620
479,91,109487,time-travel,1415904606
480,91,109487,wormhole,1415904635
481,91,110433,espionage,1490008618
482,91,110433,Jean Dujardin,1490008638
483,91,110433,love story,1490008643
484,91,111622,bitterswee,1406474778
485,91,111622,music,1406474813
486,91,111622,new york,1406474804
487,91,111622,romance,1406474709
488,91,111622,soundtrack,1406474688
489,91,111622,story,1406474700
490,91,111759,action,1403432685
491,91,111759,future,1403432670
492,91,111759,original plot,1403432673
493,91,111759,sci-fi,1403432676
494,91,111759,time loop,1403432696
495,91,111759,time travel,1403432679
496,91,111759,Tom Cruise,1403432688
497,91,111759,war,1403432693
498,91,112370,dialogue,1404508717
499,91,112370,plot holes,1404508707
500,91,112370,ridiculous dialogue,1404508711
501,91,112370,robots,1404508714
502,91,112370,transformers,1404508702
503,91,112370,weak story,1404508709
504,91,112552,drama,1448114470
505,91,112552,education,1448114467
506,91,112552,good acting,1448114474
507,91,112552,jazz,1448114461
508,91,112552,motivation,1448114487
509,91,112552,perfectionism,1448114479
510,91,112552,psychological,1448114476
511,91,112556,adultery,1413280833
512,91,112556,Ben Affleck,1413280836
513,91,112556,false accusation,1413280822
514,91,112556,good adaptation,1413280852
515,91,112556,Infidelity,1413280806
516,91,112556,marriage,1413280818
517,91,112556,meticulous,1413280777
518,91,112556,mindfuck,1413280779
519,91,112556,murder,1413280807
520,91,112556,Psychopathy,1413280781
521,91,112556,unpredictable,1413280783
522,91,112623,action,1405162500
523,91,112623,emotional,1405162357
524,91,112623,genetics,1405162806
525,91,112623,Matt Reeves,1405162812
526,91,112623,relationships,1405162500
527,91,112623,virus,1405162801
528,91,112852,Action,1413391093
529,91,112852,comic,1413391116
530,91,112852,fantasy,1413391174
531,91,112852,sci-fi,1413391134
532,91,112852,space,1413391099
533,91,112852,superheroes,1413391222
534,91,112852,talking animals,1413391097
535,91,112852,Vin Diesel,1413391128
536,91,112940,counterespionage,1419704398
537,91,112940,slow,1419704404
538,91,114662,based on a book,1422659131
539,91,115170,Law,1421184762
540,91,115210,acting,1414704223
541,91,115210,action,1414704223
542,91,115210,Brad Pitt,1414704128
543,91,115210,David Ayer,1414704356
544,91,115210,drama,1414704152
545,91,115210,sentimental,1414704152
546,91,115210,to much war,1414704239
547,91,115210,war hero,1414704223
548,91,115210,World War II,1414704106
549,91,115713,artificial intelligence,1448113515
550,91,115713,Drama,1448113537
551,91,115713,Manipulations,1448113548
552,91,115713,philosophical,1448113523
553,91,115713,sci-fi,1448113518
554,91,115713,technology,1448113550
555,91,115713,thought provoking,1448113534
556,91,116397,mental illness,1417274722
557,91,116397,surprising,1417274631
558,91,116397,twisted end,1417274617
559,91,116797,code breaking,1422659241
560,91,116797,Computers,1422659264
561,91,116797,cryptography,1422659229
562,91,116797,genius,1422659252
563,91,116797,history,1422659245
564,91,116797,informatics,1422659255
565,91,116797,mathematics,1422659237
566,91,116797,World War II,1422659224
567,91,117176,love,1448114710
568,91,117176,physics,1448114704
569,91,117176,science,1448114713
570,91,117176,Stephen Hawking,1448114700
571,91,117176,True story,1448114707
572,91,117871,image,1422659356
573,91,117871,Olga Kurylenko,1422659453
574,91,117871,story,1422659365
575,91,134130,based on book,1448113771
576,91,134130,Improvisation,1448113768
577,91,134130,mars,1448113754
578,91,134130,matt damon,1448113761
579,91,134130,NASA,1448113760
580,91,134130,Near Future,1448113756
581,91,134130,predictible,1448113813
582,91,134130,sci-fi,1448113738
583,91,134130,scientific,1448113751
584,91,134130,Space,1448113734
585,91,134130,Survival Instinct,1448113773
586,91,134214,boring,1448113621
587,91,134214,no action,1448113637
588,91,140627,romance,1490008676
589,91,140627,war,1490008675
590,91,165551,adoption,1490008595
591,91,165551,Oscar Nominee: Best Picture,1490008592
592,93,7147,dreamlike,1496543855
593,93,7147,Fantasy,1496543870
594,93,7147,imagination,1496543851
595,93,7147,surreal,1496543859
596,93,7147,surrealism,1496543872
597,93,7147,truth vs. fantasy,1496543884
598,93,116855,gay,1496547445
599,93,116855,gay romance,1496547442
600,95,77307,disturbing,1510325260
601,95,77307,surrealism,1510325225
602,110,260,action,1437790690
603,110,260,adventure,1437790680
604,110,260,fantasy,1437790687
605,110,260,space adventure,1437790694
606,110,68099,overcoming obstacles,1437791138
607,110,68099,space adventure,1437791138
608,110,68099,teamwork,1437791138
609,113,608,Coen Brothers,1478897219
610,113,608,dark comedy,1478897216
611,113,608,quirky,1478897224
612,113,608,witty,1478897222
613,113,7361,philosophy,1478899104
614,113,7361,surreal,1478899097
615,114,5989,based on a true story,1565866135
616,114,5989,smart,1565866136
617,114,5989,Tom Hanks,1565866126
618,114,122904,4th wall,1560112933
619,114,122904,crude language,1560112908
620,114,122904,parody,1560112920
621,114,122904,soulless,1560112898
622,142,74754,cult film,1490509107
623,142,74754,so bad it's good,1490509104
624,142,74754,unintentional comedy,1490509101
625,150,104879,dark,1422348976
626,150,104879,missing children,1422348976
627,150,104879,torture,1422348976
628,151,2628,Ewan McGregor,1449428600
629,151,2628,Jar Jar Binks,1449428614
630,151,2628,robots,1449428608
631,151,5445,sci-fi,1449428539
632,151,5445,Tom Cruise,1449428551
633,151,120466,AI,1449428701
634,151,120466,artificial intelligence,1449428716
635,151,120466,robots,1449428698
636,163,4748,karate,1200697859
637,172,356,emotional,1423406599
638,172,356,inspiring,1423406599
639,172,356,purpose in life,1423406599
640,172,5524,summer,1424103875
641,187,79796,ambush,1282119832
642,187,79796,England,1282119814
643,187,79796,Romans,1282119676
644,187,79796,violent,1282119644
645,187,91007,dark,1427089602
646,187,91007,television,1427089602
647,187,91007,violent,1427089602
648,195,8622,Michael Moore,1545216405
649,195,8622,propaganda,1545216412
650,195,97306,metafiction,1545130337
651,195,109487,Christopher Nolan,1545129659
652,195,115713,artificial intelligence,1545129560
653,195,115713,turing test,1545129573
654,195,184685,impressive visuals,1545130234
655,195,184685,magic,1545130222
656,195,184685,mystery,1545130257
657,195,184685,tang dynasty,1545130187
658,203,67197,aliens,1252943989
659,203,67197,Nicolas Cage,1252943991
660,203,67197,sci-fi,1252943986
661,204,112552,art,1435427624
662,204,112552,manipulation,1435427624
663,204,112552,psychology,1435427624
664,204,129657,free running,1436637240
665,204,129657,no story,1436637240
666,204,129657,parkour,1436637240
667,210,3,funny,1461974440
668,210,1265,funny,1461974459
669,210,3450,funny,1461974421
670,210,140653,running,1461974369
671,220,151367,abduction,1453320829
672,220,151367,bound,1453320930
673,220,151367,canada,1453320888
674,220,151367,dark humor,1453320837
675,220,151367,gagged,1453320932
676,220,151367,kidnapping,1453320831
677,220,151367,montreal,1453320890
678,220,151367,nightmares,1453320878
679,220,151367,small cast,1453320884
680,220,151367,twist ending,1453320934
681,220,151367,twisted,1453320834
682,225,318,bad ending,1270201242
683,225,3354,death,1270719832
684,225,3504,Nudity (Topless - Brief),1270718734
685,225,3504,Oscar (Best Actor),1270718715
686,225,3504,Oscar (Best Actress),1270718718
687,225,3504,Oscar (Best Supporting Actress),1270718711
688,225,3504,want to see again,1270718726
689,225,8957,Disturbing,1270719269
690,225,8957,Sick,1270719255
691,225,8965,animation,1270929793
692,225,8965,big budget,1270929807
693,225,8965,Christian,1270929802
694,225,8965,Christmas,1270929791
695,225,8965,family,1270929801
696,225,8965,Tom Hanks,1270929787
697,225,27618,starts well but fails you in the middle till the end,1270368216
698,225,44761,film noir,1270673839
699,225,44761,low budget,1270673757
700,225,47997,decline of civilization,1270718615
701,225,47997,future,1270718621
702,225,47997,prophetic,1270718658
703,225,47997,space,1270718612
704,225,59256,sex with the enemy,1270120246
705,225,60072,action,1270913533
706,225,60072,assassin,1270913462
707,225,60072,brutal violence,1270913388
708,225,60072,gun fu,1270913498
709,225,60072,murder,1270913474
710,225,60072,plot twist,1270913549
711,225,60072,stylized violence,1270913519
712,225,60072,TOO much violence,1270913419
713,225,60072,twist,1270913539
714,225,60074,Amazing!,1270913695
715,225,60074,anti-hero,1270913656
716,225,60074,bad ending,1270913607
717,225,60074,better than expected,1270913620
718,225,60074,Charlize Theron,1270913624
719,225,60074,innovative,1270913668
720,225,60074,movie to see,1270913633
721,225,60074,plot twist,1270913636
722,225,60074,superhero,1270913640
723,225,60074,Will Smith,1270913731
724,225,60516,enjoyable,1270913597
725,225,60516,good laughs,1270913591
726,225,65567,twist,1270196420
727,225,65567,Unexpected Ending,1270196449
728,233,17,chick flick,1137238028
729,233,150,space program,1137238380
730,233,318,stephan king,1137238408
731,233,380,Special effects,1137238490
732,233,2997,off-beat comedy,1137238377
733,233,3114,Disney,1137238378
734,233,5349,Special effects,1137238491
735,233,44828,netflixq,1146550894
736,235,253,atmospheric,1513501380
737,235,253,based on a book,1513501378
738,235,253,cult classic,1513501374
739,235,253,homoerotic subtext,1513501200
740,235,920,anti-romantic ending,1513481960
741,235,920,racist,1513481924
742,235,4878,atmospheric,1513480488
743,235,4878,dreamlike,1513480492
744,235,4878,great soundtrack,1513480551
745,235,4878,original,1513480497
746,235,4878,philosophy,1513480508
747,235,4878,psychology,1513480495
748,235,4878,quirky,1513480483
749,235,4878,sci-fi,1513480506
750,235,4878,stylized,1513480501
751,235,4878,surreal,1513480481
752,235,4878,thought-provoking,1513480490
753,235,4878,time travel,1513480475
754,235,4878,weird,1513480472
755,235,31658,Studio Ghibli,1511746309
756,235,57669,black comedy,1511746338
757,235,57669,comedy,1511746351
758,235,57669,friendship,1511746340
759,235,122916,awesome,1511746557
760,235,122916,colorful,1511746548
761,235,122916,humor,1511746550
762,235,122916,Jeff Goldblum,1511746543
763,235,122916,Taika Waititi,1511746540
764,235,122916,unconventional,1511746554
765,254,1835,Heartbreaking,1539309703
766,254,1835,Sad,1539309694
767,254,103315,Sad,1539309740
768,257,260,classic sci-fi,1436899866
769,257,260,good vs evil,1436900162
770,257,356,funny,1436900341
771,257,356,great acting,1436900341
772,257,356,touching,1436900341
773,257,593,brilliant,1438189329
774,257,593,dark,1438189329
775,257,593,scary,1438189329
776,257,4720,atmospheric,1438190183
777,257,4720,ghosts,1438190163
778,257,4720,scary,1438190153
779,264,178,Bisexual,1543390250
780,264,178,Canadian,1543390204
781,264,178,dark comedy,1543390273
782,264,178,Distopian,1543390595
783,264,178,Indy,1543390219
784,264,178,Lgbt,1543390255
785,264,178,Mystery,1543390254
786,264,178,Thomas Gibson,1543390229
787,264,260,aliens,1543390134
788,264,260,oldie but goodie,1543390130
789,264,260,scifi cult,1543390105
790,264,260,space,1543390120
791,264,260,space adventure,1543390112
792,264,296,assassin,1543393395
793,264,296,Black comedy,1543393382
794,264,296,cult film,1543393377
795,264,296,dark comedy,1543393372
796,264,296,Quentin Tarantino,1543393375
797,264,296,stylized,1543393386
798,264,296,violence,1543393380
799,264,1203,classic,1543391348
800,264,1203,courtroom,1543391352
801,264,1203,courtroom drama,1543391342
802,264,1203,group psychology,1543391345
803,264,1203,Old,1543391366
804,264,1203,social commentary,1543391340
805,264,1203,thought-provoking,1543391338
806,264,1297,college,1543392578
807,264,1297,Geeks,1543392585
808,264,1297,nerds,1543392580
809,264,1297,smart comedy,1543392576
810,264,1297,teen comedy,1543392588
811,264,1297,witty,1543392582
812,264,1653,dystopia,1543393289
813,264,1653,dystopic future,1543393305
814,264,1653,future,1543393299
815,264,1653,futuristic,1543393320
816,264,1653,genetic selection,1543393313
817,264,1653,genetics,1543393292
818,264,1653,intelligent,1543393295
819,264,1653,powerful ending,1543393297
820,264,1653,space travel,1543393303
821,264,1653,thought-provoking,1543393291
822,264,1653,Uma Thurman,1543393300
823,264,1653,underdog,1543393325
824,264,1653,visually appealing,1543393294
825,264,1682,alternate reality,1543391521
826,264,1682,dark comedy,1543391516
