,index,adult,budget,id,imdb_id,original_language,popularity,poster_path,release_date,revenue,runtime,status,title,video,vote_average,vote_count,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_foreign,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_tv_movie,genre_thriller,genre_war,genre_western
10,39,f,0,34615,112749,en,0.894647,/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg,1995-12-15,676525,106.0,Released,Cry: the Beloved Country,f,6.7,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,43,f,18000000,9312,113855,en,10.870138,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,1995-08-18,122195920,101.0,Released,Mortal Kombat,f,5.4,452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,44,f,20000000,577,114681,en,10.448481,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,1995-05-20,21284514,106.0,Released,To Die For,f,6.7,177,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13,45,f,10000000,11861,113347,en,4.485958,/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,1995-10-06,23574130,116.0,Released,How To Make An American Quilt,f,6.5,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14,46,f,33000000,807,114369,en,18.45743,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,1995-09-22,327311859,127.0,Released,Se7en,f,8.1,5915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15,49,f,6000000,629,114814,en,16.302466,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,1995-07-19,23341568,106.0,Released,The Usual Suspects,f,8.1,3334,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,52,f,0,49133,110299,it,1.361286,/407nYlg60AOj95lqDZ4tvUTTm1k.jpg,1994-01-01,0,116.0,Released,Lamerica,f,7.7,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,55,f,0,124057,113541,en,0.307075,/tL9ImxOccEshRlgmrKQabKH2tCd.jpg,1997-07-08,0,89.0,Released,Kids of the Round Table,f,3.0,1,,,,,,,,,,,,,,,,,,,,
18,62,f,0,10607,116126,en,11.700115,/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,1996-01-12,0,89.0,Released,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,f,6.2,192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,71,f,0,28387,113537,en,3.367276,/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,1995-10-06,718490,96.0,Released,Kicking and Screaming,f,7.0,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,72,f,0,48750,113828,fr,1.479446,/ePJCk8puXx28CtvpSpmezpwfVt8.jpg,1995-03-22,0,175.0,Released,Les Miserables,f,6.6,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,77,f,0,27526,112744,en,5.756462,/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg,1995-11-15,0,111.0,Released,The Crossing Guard,f,6.1,74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,83,f,0,188588,113612,en,0.531159,/pfgpkDNcwSi1x4jVzeLqvxTwX5a.jpg,1995-11-22,0,108.0,Released,Last Summer in the Hamptons,f,0.0,0,,,,,,,,,,,,,,,,,,,,
23,86,f,16000000,17414,116151,en,4.814825,/lXSWbUA3T2o792SYdbfFKFTcSC1.jpg,1996-01-12,0,88.0,Released,Dunston Checks In,f,5.1,59,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,89,f,0,61548,113490,en,0.411424,/hT5CF2RJPAVi9TE4iKxGYAufY4J.jpg,1995-09-14,0,91.0,Released,The Journey of August King,f,6.7,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,91,f,14000000,12158,114825,en,9.071127,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,1995-10-26,19800000,100.0,Released,Vampire in Brooklyn,f,4.5,113,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,92,f,0,9283,115639,en,4.670562,/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,1996-02-09,0,112.0,Released,Beautiful Girls,f,6.6,103,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,95,f,3000000,406,113247,fr,12.108196,/jTzBED0leGPwWDqNewye11qzJgd.jpg,1995-05-31,0,98.0,Released,La Haine,f,7.9,695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,97,f,0,63076,113283,en,0.638211,/j9k3UTx7OZ0xoCws1oACYQZFF5N.jpg,1995-12-27,0,106.0,Released,Heidi Fleiss: Hollywood Madam,f,6.8,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,102,f,12000000,9614,116483,en,9.592265,/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,1996-02-16,41205099,92.0,Released,Happy Gilmore,f,6.5,767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,103,f,24000000,688,112579,en,5.951077,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,1995-05-28,182016617,135.0,Released,The Bridges of Madison County,f,7.3,397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,110,f,7500000,33542,113326,cn,12.314278,/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,1995-01-30,32392047,91.0,Released,Rumble in the Bronx,f,6.5,245,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,114,f,0,51352,112373,en,0.243986,/x2n4YIVsms3JL8qCfzrbOg2yx0x.jpg,1995-06-08,1,117.0,Released,Anne Frank Remembered,f,7.3,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,121,f,0,11104,109424,cn,6.778979,/yQUjZTzwgskqOJdr3jhwQ4yTkvb.jpg,1994-07-14,0,102.0,Released,Chungking Express,f,7.9,249,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,128,f,0,32622,112364,en,2.197439,/dw5RWgSSDV5h3ZKS0oSzPe6A26p.jpg,1995-01-01,0,99.0,Released,Angela,f,5.6,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,129,f,0,73067,113107,it,0.637554,/1cPX7MWnEYG21tSdEpWlFygZUwY.jpg,1995-11-22,0,101.0,Released,Frankie Starlight,f,5.4,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
36,131,f,0,55475,114015,es,0.291021,/1VNalbjNQkKejRnHW2XM6SwnCa0.jpg,1995-08-16,0,102.0,Released,Nueba Yol,f,5.5,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,137,f,0,124639,114618,en,0.001205,/z0ezqAFMeGYd5mLEWaN8jC9eczF.jpg,1995-08-01,0,122.0,Released,Target,f,0.0,0,,,,,,,,,,,,,,,,,,,,
38,138,f,60000000,9302,118055,en,3.402749,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg,1996-03-01,0,119.0,Released,Up Close & Personal,f,5.9,51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,139,f,31000000,11000,115685,en,6.49968,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,1996-03-08,185260553,117.0,Released,The Birdcage,f,6.7,303,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,148,f,28000000,11780,114287,en,10.193549,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,1995-04-13,31596911,139.0,Released,Rob Roy,f,6.5,151,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,151,f,0,649,61395,fr,10.142662,/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,1967-05-24,0,101.0,Released,Belle de Jour,f,7.3,163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,152,f,0,1873,112495,en,2.04189,/5CQgpLITPo33AEN1jULsyiHxSDJ.jpg,1995-05-24,0,100.0,Released,Beyond Rangoon,f,6.4,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,154,f,11000000,1775,109370,en,5.391556,/qnKARYBofUzHkBY8x9GWSNSoota.jpg,1995-06-08,178104,91.0,Released,Canadian Bacon,f,5.9,57,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,155,f,50000000,8839,112642,en,12.812539,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,1995-05-26,287928194,100.0,Released,Casper,f,6.0,1045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,164,f,0,259209,113044,en,0.523575,/ntXzazC3ZaWy9GjkFzZGtJFLCZp.jpg,1995-10-12,0,116.0,Released,Feast of July,f,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,169,f,25000000,9886,113481,en,11.715868,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,1995-05-26,19075720,97.0,Released,Johnny Mnemonic,f,5.5,380,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47,170,f,90000000,9482,113492,en,8.184815,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,1995-06-30,113493481,96.0,Released,Judge Dredd,f,5.4,643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,176,f,0,47608,113729,en,2.624771,/yLq2bns665GyK5UcMXKUJmItm7F.jpg,1995-05-26,15453274,95.0,Released,Mad Love,f,5.5,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,193,f,35000000,9348,114508,en,13.492845,/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg,1995-07-07,113374103,108.0,Released,Species,f,5.5,457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50,196,f,0,5967,58450,fr,8.133881,/ju5W8qvWfjXXGaR7wd9wSyuYXhS.jpg,1964-02-19,0,91.0,Released,The Umbrellas of Cherbourg,f,7.6,119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,202,f,0,52856,114798,en,2.881689,/puMRjRJYE5TX1ffwuqoLXW9iLqq.jpg,1995-09-15,0,93.0,Released,Unstrung Heroes,f,6.4,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,204,f,20000000,9560,114887,en,9.715639,/iZ4FNVYVUx6NS7HXMiNJTGgSo7H.jpg,1995-08-11,50012507,103.0,Released,A Walk in the Clouds,f,6.5,168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,209,f,0,26258,112602,en,3.287036,/A4UQ0y2kj4ZXrBP0MXYazd69xp2.jpg,1995-08-04,0,90.0,Released,Bushwhacked,f,4.9,29,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,215,f,21000000,9382,112571,en,3.030309,/dcgbt8FkRLvQjaheVlylPSQeTKC.jpg,1995-02-03,23450000,115.0,Released,Boys on the Side,f,6.3,48,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,224,f,0,62488,112854,it,0.710671,/9iczUcmMLnOZ4Ltx3X3AEpbxTt4.jpg,1995-04-28,0,0.0,Released,Destiny Turns on the Radio,f,5.3,9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,227,f,16000000,8467,109686,en,9.844558,/3PEAkZHa8ehfUkuKbzmQNRTTAAs.jpg,1994-12-16,247275374,107.0,Released,Dumb and Dumber,f,6.5,1894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,231,f,18000000,522,109707,en,11.720358,/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg,1994-09-27,5887457,127.0,Released,Ed Wood,f,7.3,639,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,243,f,5000000,1024,110005,en,9.438042,/5ek49TUeqStPmKwNdxrCSUAdXNe.jpg,1994-09-02,3049135,99.0,Released,Heavenly Creatures,f,6.9,299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,244,f,10500000,17207,110066,en,2.688562,/hJ1t3dz51ZirOZVzse9LpmW5Mnw.jpg,1995-01-06,26325256,113.0,Released,Houseguest,f,6.0,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,252,f,60000000,6280,110216,en,6.710215,/bwt2hkLGKo5KAVMCw4u1umUPhax.jpg,1994-11-22,37000000,109.0,Released,Junior,f,4.7,381,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,254,f,0,37108,113538,en,5.874511,/iklPPdF1TQFPmRyVu0SH0yF1gdt.jpg,1995-08-11,0,89.0,Released,A Kid in King Arthur's Court,f,4.3,40,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,264,f,0,47504,110365,en,1.861292,/9BQrTWQodxm0G349yruhRuJV38q.jpg,1994-10-27,0,98.0,Released,Little Odessa,f,6.4,31,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,268,f,0,11318,110428,en,4.81307,/Apgj4j73aUyMkNaPoSuQ7DJbt1M.jpg,1994-12-28,0,107.0,Released,The Madness of King George,f,6.7,67,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,270,f,0,40490,113755,en,2.558118,/6bnOhhrrrq6RZhMgz4aGyqbJ9Wf.jpg,1995-03-03,0,96.0,Released,Man of the House,f,5.1,40,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,273,f,0,10510,110527,en,5.831622,/iuI31j8DM4TOxJTZeumG0S4npPU.jpg,1994-11-18,46264384,114.0,Released,Miracle on 34th Street,f,6.4,199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,274,f,6,17402,113808,en,1.137266,/jn2kmqCgRcloNYr121BB4BmgSRu.jpg,1995-01-27,5,95.0,Released,Miami Rhapsody,f,5.6,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
67,278,f,31000000,1945,110638,en,5.930957,/4XLF6QkUqMDL5SLDEw1nrpSMk8N.jpg,1994-12-23,106683817,112.0,Released,Nell,f,6.1,128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68,282,f,0,63105,113948,en,1.466491,/mY7SX6aBDumSweQMTCdfrIbMLAa.jpg,1995-09-26,0,83.0,Released,Nemesis 2 - Nebula,f,4.6,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
69,285,f,0,9058,110737,en,4.936761,/eaHH1hnbZ9wIUHjYKlqJUwpTBan.jpg,1994-09-17,0,115.0,Released,Only You,f,6.4,92,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
70,290,f,11000000,63020,114113,en,1.433544,/paSbLkZL35t2fmdxoQNHv6ckVjw.jpg,1995-05-12,2832826,113.0,Released,The Perez Family,f,6.6,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71,301,f,15000000,3586,110907,en,6.259433,/jP8ONbgwpQm5ojrtFuKCwvG1wCs.jpg,1994-12-23,11300653,133.0,Released,Prêt-à-Porter,f,5.3,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,304,f,0,109,111507,fr,6.5898,/xOLY69rXKwuH9JUnOE4G2HHKiW5.jpg,1994-01-26,0,91.0,Released,Three Colors: White,f,7.3,218,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,305,f,0,159185,110769,zh,0.078257,/gM516lPBoHPYjgrLrmZKoNfNm6X.jpg,1994-10-14,0,111.0,Released,Red Firecracker: Green Firecracker,f,7.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,306,f,0,36357,114268,en,1.155255,/bIxNdNo4jNBLpcUoWvQ7LEnuA0w.jpg,1995-01-01,0,85.0,Released,Rent-a-Kid,f,5.1,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75,307,f,0,92769,110965,en,0.499601,/l9mzb7eJ1SOLEwcmLHBa27YtiXR.jpg,1995-10-03,0,90.0,Released,Relative Fear,f,4.7,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,311,f,45000000,2636,111255,en,10.388183,/flK0OtdFRvfbs5BixEqU327H8ZB.jpg,1994-10-07,170362582,110.0,Released,The Specialist,f,5.5,317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77,313,f,22000000,11395,111070,en,9.665424,/hrZjAYAF1o37k4Qb442c4yxwVLw.jpg,1994-11-10,189833357,97.0,Released,The Santa Clause,f,6.3,501,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,314,f,25000000,278,111161,en,51.645403,/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg,1994-09-23,28341469,142.0,Released,The Shawshank Redemption,f,8.5,8358,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,315,f,0,9905,111149,en,8.223026,/qak9QuEiH5ENwqxyVEO0onegCx6.jpg,1994-12-22,0,92.0,Released,Shallow Grave,f,7.0,247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,319,f,32,36614,111309,en,1.407427,/rAQAUf6HHUyoT2Ii6jUmzMu5Ppf.jpg,1994-07-12,0,100.0,Released,The Sum of Us,f,6.0,21,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
81,325,f,6000000,25066,114609,en,2.86007,/3OrapxFNr12AhRxupQ8Z2jP1D13.jpg,1995-05-24,12000000,98.0,Released,Tales from the Hood,f,5.4,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
